Structure(SMILES)	DTXSID	FW
C[N+](C)(CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O	DTXSID20892949	606.2748
FC(F)(C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NCCO.OCCNCCO	DTXSID30883040	448.3030 (105.1356+343.1674)
FC1(S(O)(=O)=O)C(F)(F)C(F)(F)C(F)(C(F)(F)C1(F)F)C(F)(F)C(F)(F)F	DTXSID70275965	462.1328
FC(Oc1ccccc1)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID101026931	524.1725
CC(C)COP(OCC(C)C)CC.FC(F)(F)C(F)(F)C(F)(F)I	DTXSID30883045	502.1876 (295.9254+206.2622)
FC(F)(C(F)(F)OC(F)(C(=O)O)C(F)(F)F)C(F)(F)F	DTXSID70880215	330.0528
COC(=O)C(F)(OC)C(F)(F)F	DTXSID20379548	190.0930
FC(F)(F)C1(CC(OCC)SS1)C(F)(F)F	DTXSID20809178	286.2582
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)NCC(O)=O	DTXSID701035837	757.2109
FC1(OC(=O)C(F)(OC1(F)F)C(F)(F)F)C(F)(F)F	DTXSID70880210	310.0464
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSCCCc1cc(O[Si](CC)(CC)CC)c(cc1)O[Si](CC)(CC)CC	DTXSID40896181	758.8658
F\C=C(/F)C(F)(F)F	DTXSID001027281	132.0321
FC(F)(F)C(F)(F)C(F)(F)c1cc(CC(=O)OCC)n[NH]1	DTXSID40896186	322.1795
FC1(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C3(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C1(F)F)C32F	DTXSID30952942	524.0965
FC(F)(F)C(/N=C=O)C(F)(F)F	DTXSID00502135	193.0473
FC(F)(C(F)(F)OC(/F)=C(/F)F)C(F)(F)C(F)(F)C(F)F	DTXSID20880967	348.0615
OC(c1ccc(Cl)cc1)C(CC)C(O)(C(F)(F)F)C(F)(F)F	DTXSID40956335	350.6845
FC(F)(c1ccc(cc1)C(C)(O)CO)C(F)(F)c1ccccc1	DTXSID30796989	328.3014
FC(=CC(=O)OCC)C(F)(F)F	DTXSID40772815	186.1043
FC(c1nc(F)nc(F)n1)(C(F)(F)F)C(F)(F)F	DTXSID30896357	285.0699
CN(C)CC(OCO)C(OC=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID301036645	595.2488
FC(F)C(F)(F)CI	DTXSID40337468	241.9540
FC(F)(C(F)(F)COC(=O)CCCC)C(F)(F)C(F)(F)CCC	DTXSID20880962	358.2680
FC(F)(F)C(F)(OC(F)(F)F)C(=O)C(F)(OC(F)(F)F)C(F)(F)F	DTXSID40787060	398.0507
FC(F)(F)C(F)(C(=O)OC1C2CCC(C2)C1O)S(=O)(=O)O	DTXSID601026829	336.2573
O=S(=O)(Nc1ccc(cc1)C(O)(C(F)(F)F)C(F)(F)F)c1cccs1	DTXSID70368245	405.3359
FC(F)(CC(O)S(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID701034534	494.1746
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CNP(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F	DTXSID00896728	763.1784
[Na+].FC(F)(C(=O)[CH-]C(=O)C(C)(C)C)C(F)(F)C(F)(F)F	DTXSID50638594	318.1638 (22.9892+295.1746)
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1SC2c3ccccc3C1c1ccccc21	DTXSID00896723	442.3413
FC(F)(F)C(F)(F)S([O-])(=O)=O	DTXSID20892964	199.0772
Fc1c(c(F)c(F)c(F)c1F)C(Cl)(F)C(F)(F)F	DTXSID90786720	302.5242
	DTXSID20725046	1240.1275
FC(F)(F)C(F)(c1cc2cn[NH]c2cc1)C(F)(F)F	DTXSID30896372	286.1489
[Eu+3].FC(F)(C([O-])=CC(=O)C(C([2H])([2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H])C(F)(F)C(F)(F)F.FC(F)(F)C(F)(F)C(F)(F)C([O-])=CC(=O)C(C([2H])([2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H].FC(F)(F)C(F)(F)C(F)(F)C([O-])=CC(=O)C(C([2H])([2H])[2H])(C([2H])([2H])[2H])C([2H])([2H])[2H]	DTXSID50897301	1064.6524 (304.2300+304.2300+151.9624+304.2300)
FC(F)(F)C(F)(C(F)F)[Si](C)(Cl)Cl	DTXSID00631792	265.0565
CCCC[Sn](CCCC)(CCCC)C(F)(F)C(F)(F)F	DTXSID80375288	409.0662
FC(F)(c1ccc(cc1)C(=O)OC)C(F)(F)C(F)(F)C(F)(F)F	DTXSID90750729	354.1684
FC(F)(CC(F)(F)F)C(F)(F)OC(=O)C=C	DTXSID30694976	254.1022
FC(F)(C(=O)C(Cl)(Cl)F)C(F)(F)C(F)(F)F	DTXSID10450214	298.9461
FC(F)(c1ccc(cc1)C(=O)\N=[N+]=[N-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID40758533	615.1921
FC1(F)C(C)(F)C(F)(F)C(C)(F)C(F)(F)C1(F)F	DTXSID80575766	292.1173
FC(F)(COCC1CO1)C(F)F	DTXSID70880230	188.1201
FC(F)(F)C(OC(=O)C(C)CC)(C(F)(F)F)C(F)(F)F	DTXSID10660159	320.1522
[O-]P([O-])(=O)OC(CC(F)(F)C(F)(F)F)(CC)CCC	DTXSID601026817	312.1719
FC(F)(C(F)(F)OC(F)C(F)(F)C(=O)O)C(F)(F)F	DTXSID30837947	312.0623
FC(C(F)(F)F)C(F)(F)COC	DTXSID00871439	196.0910
OC(/C=C(\OC)OC)(C(F)(F)F)C(F)(F)F	DTXSID30567954	254.1270
FC(F)(F)C(F)(OC(F)(F)F)C(F)(F)F	DTXSID201027506	254.0262
FC(F)(C(F)(F)CC(C)I)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID70880235	538.0352
FC(F)C(F)(F)COCl	DTXSID30505694	166.5019
O=C(Nc1c(F)c(F)c(F)c(F)c1F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID40896161	379.1019
FC(C(F)=C(F)C(F)=O)(C(F)(F)F)C(F)(F)F	DTXSID40897491	278.0476
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC=Cc1ccccc1	DTXSID00706191	336.1962
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)N(CCCS(=O)(=O)O)C(CCN(C)C)CO	DTXSID301035330	686.4538
FC(F)(F)C(O[Si](OC(C(F)(F)F)C(F)(F)F)(OC(C(F)(F)F)C(F)(F)F)OC(C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXSID20468264	696.2049
FC(F)(C(F)=CC=O)C(F)(F)C(F)(F)F	DTXSID401026578	242.0667
FC(F)(F)C(F)(CCC[C@@H](C)[C@H]1CC[C@H]2[C@H]3[C@H](CC[C@]12C)[C@@]1(C)CC[C@H](O)CC1=C[C@H]3O)C(F)(F)F	DTXSID40897496	528.5862
FC(F)(CCS(=O)CCC(=O)O)C(F)(F)F	DTXSID701035851	268.2016
FC(F)(C(F)(F)C(=O)OC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID20379563	778.1475
Oc1cc(ccc1C(=O)OC)OCC(F)(F)C(F)F	DTXSID80472428	282.1883
FC(F)(OC(Br)(F)F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F	DTXSID90375113	446.9456
Brc1ccc(OC(F)(F)C(F)C(F)(F)F)cc1	DTXSID70614254	323.0298
FC(F)(c1ccc(Br)cc1)C(F)(F)F	DTXSID20709780	275.0134
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)Oc1cccc2cccnc12	DTXSID40896166	427.2423
FC(F)(C(F)(F)C(=O)O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F	DTXSID50562865	414.0684
FC(c1nc(nc(n1)C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F	DTXSID30896377	585.1150
FC(F)(C(F)(F)F)C(F)(F)OC	DTXSID7074909	200.0548
[Na+].[OH-].[O-]S(=O)(=O)CC(O)CN(CCC[N+](C)(C)CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID20880987	706.4694 (22.9892+666.4723+17.0079)
CC(Cl)(F)C(F)(F)F	DTXSID70893542	150.5025
FC(F)(COCC=C)C(F)F	DTXSID60382617	172.1207
FC(F)(OC(F)(F)C(F)(F)F)C(F)(F)OC(F)(F)C(=O)O	DTXSID20880982	346.0522
[Ag+].FC(F)(F)C(F)(F)C([O-])=O	DTXSID00883411	270.8911 (107.8677+163.0235)
O=C1CCCCC1C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID40456002	444.1886
O=C1OCCC1=CC(F)(F)C(F)(F)C(F)(F)F	DTXSID70754563	266.1129
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc(cc(c1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)P(c1ccccc1)c1ccccc1	DTXSID80832427	898.3565
O=C(OCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=C)C	DTXSID901027664	611.2714
CN1C(=O)C(=CN(C)C1=O)C(F)(F)C(F)(F)C(F)(F)F	DTXSID30483726	308.1529
FC(Br)(Cl)C(F)(F)OC(F)F	DTXSID401037284	263.3885
FC(F)(C(=O)OC)C(F)(F)C(=O)OC	DTXSID70371855	218.1031
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C#N	DTXSID00895458	445.0759
FC(F)(CCOP(O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID20892984	790.1725
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCCCCCCCC	DTXSID00895453	900.6280
FC(F)(C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C[N+](C)(C)CC	DTXSID301035366	488.2309
FC(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O	DTXSID801035147	792.1310
Fc1c(c(F)c(F)nc1N)C(F)(C(F)(F)F)C(F)(F)F	DTXSID30896392	316.0989
CN(C)CC(O)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID301036695	1021.2884
FC(F)(C(F)(F)C(=O)OC)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC	DTXSID70371850	618.1631
FC(F)(C(F)(F)S(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)C(F)(F)F	DTXSID701034558	778.1772
Fc1c(C(=O)C(F)(C(F)(F)F)C(F)(F)F)c(F)c(F)c(c1F)C(F)(C(F)(F)F)C(F)(F)F	DTXSID30896397	514.1098
FC(F)(CCS(=O)(=O)CC(=O)NCCC[N+](C)(C)C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID701035887	869.4462
OC(C(=O)SC(=O)CCC(F)(F)C(F)(F)F)C(=O)O	DTXSID801036476	310.1952
Clc1cc(NC(=O)NC(=O)c2c(F)cccc2F)c(Cl)cc1SC(F)(F)C(F)F	DTXSID20143089	477.2083
Clc1c(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)cccc1Cl	DTXSID40896146	358.0397
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOP(=O)(N1CCOCC1)N1CCOCC1	DTXSID60158475	682.3090
FC(F)(Sc1ccc(NC(=O)NC(=O)c2c(F)cccc2F)c(F)c1)C(F)F	DTXSID20143084	426.3087
FC1(F)OS(=O)(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(F)F	DTXSID801023164	396.5628
FC(F)(F)C(F)(F)CCCS(=O)CCCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@@]3(C)[C@@H](CCC3=O)[C@@H]21	DTXSID30883085	604.7549
	DTXSID80928632	133.0218
FC(F)(C(F)(F)F)P(=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F	DTXSID30457447	404.0134
FC(F)(C(F)(F)COC(=O)C(/F)=C(/F)F)C(F)(F)F	DTXSID901027652	308.0736
[NH4+].FC(F)(C(F)(F)S([O-])(=O)=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID9066174	567.1676 (549.1297+18.0379)
C[N+](C)(CC(F)(F)C(F)F)CC	DTXSID301035354	188.1858
FC(F)(OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(/F)=C(\F)C(F)(F)F)C(=O)O	DTXSID801035135	492.0860
Fc1ccc(cc1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID40896141	478.2016
OC(c1ccc(cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)([C@@H]1CCCN1)c1ccc(cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID40897471	1089.4399
[Ge].FC1(F)OC1(F)F	DTXSID90760101	188.6544 (72.6400+116.0144)
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC[C@@H](CCCCCCCC[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@@]3(C)[C@@H](CCC3=O)[C@@H]21)C(=O)O	DTXSID40897476	700.7150
N#COc1ccc(cc1)C(c1ccc(OC#N)cc1)(C(F)(F)F)C(F)(F)F	DTXSID90933015	386.2480
FC(F)(F)C(I)C(F)(F)F	DTXSID00558536	277.9349
FC(F)(OS(=O)(=O)C(F)(F)F)C(F)(F)F	DTXSID70544764	268.0825
O=C1OC(=O)c2ccc(cc12)Oc1ccc(cc1)C(c1ccc(cc1)Oc1ccc2C(=O)OC(=O)c2c1)(C(F)(F)F)C(F)(F)F	DTXSID90477166	628.4285
FC(c1nnnc(c1C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F	DTXSID20552157	585.1150
CCCCCCCOC(=O)C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID00557201	494.2640
FC(F)(Oc1cccc(c1)OC)C(F)F	DTXSID60626381	224.1522
FC(F)(CC(I)CCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID40446665	532.0802
O.FC(F)(C(F)(F)C(F)F)C(F)(F)C=O	DTXSID801023152	248.0713 (230.0560+18.0153)
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1cccs1	DTXSID7060332	322.1993
FC(F)(OC(F)(C(F)=O)C(F)(F)F)C(F)(F)OC(F)(C(F)=O)C(F)(F)F	DTXSID60880360	426.0608
FC(F)(C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C[N+](C)(C)CCC	DTXSID301035380	602.2725
FC(F)(C(F)(F)OC(F)(F)C(F)(F)C(F)=O)S(F)(=O)=O	DTXSID801023140	346.1001
[Na+].FC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)COCCCS(=O)(=O)[O-]	DTXSID601032692	576.2267 (22.9892+553.2375)
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC[N+](C)(C)CC	DTXSID701034572	820.2929
FC(F)(CCOC=C)C(F)(F)C(F)(F)C(F)(F)F	DTXSID00895438	290.1262
FC(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(/F)=C(/F)F	DTXSID101031499	316.0444
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)ON1C(=O)c2ccc3C(=O)c4ccccc4Sc3c2C1=O	DTXSID201033381	579.3697
FC(F)(OC(F)(F)F)C(F)(F)C(F)(F)C(=O)O	DTXSID60500450	280.0453
FC(F)(C(F)(F)CCI)C(F)(F)C(F)(F)CCI	DTXSID70371830	509.9453
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCCCC	DTXSID00895433	844.5217
FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(c1nc2ccccc2[NH]1)C(F)(F)F	DTXSID80508892	568.1853
FC(F)(CCS(=O)(=O)N(C)CCOC(=O)C=C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID6072558	939.3696
FC(F)(CCCS(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID801036452	842.2544
Nc1ccncc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID20566779	412.1500
Fc1c(F)c(F)c(F)c(F)c1[Si](Cl)(Cl)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID801035123	613.1443
COc1ccc(cc1)C(Cl)(c1ccccc1)c1ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1	DTXSID00584835	754.9051
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S([O-])(=O)=O.C[NH+]1C=CN(CCCCCCCC)C1	DTXSID40897456	496.4319 (197.3398+299.0922)
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCCCO	DTXSID5071333	485.2621
CCC(\C)=N\O[Si](O\N=C(/C)CC)(CCCOC(F)(F)C(F)F)O\N=C(/C)CC	DTXSID50241183	445.5249
FC(F)(OC(F)(F)C(F)(F)F)C(F)(F)C(=O)O	DTXSID60892367	280.0453
FC(F)(F)C(F)(C(/F)=C(\C(F)(F)F)C(F)(F)F)C(F)(F)F	DTXSID10450259	350.0525
FC(F)(c1nnc(NC)o1)C(F)(F)C(F)(F)F	DTXSID40896126	267.1043
FC(=C(F)OC(F)=C(F)C(F)(F)C(F)(F)C(Br)(F)F)C(F)(F)C(F)(F)C(Br)(F)F	DTXSID101026905	599.8889
O=S(=O)(O)C(CC(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID301023395	634.1922
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)N(C)CCCCO	DTXSID5071331	435.2546
FC(F)(CCS(=O)(=O)CCC(=O)O)C(F)(F)C(F)(F)C(F)(F)F	DTXSID701035899	384.2160
FC(Br)(F)C(F)(F)C(Br)(F)F	DTXSID50451048	309.8305
O=P(c1ccccc1)(c1ccccc1)c1ccccc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID50411869	596.3204
FC(F)(OS(=O)(=O)O)C(F)(F)F	DTXSID701034560	216.0840
[O-]P(OCC)OCC(F)(F)C(F)F	DTXSID70766500	223.0831
OC(=O)C1C(F)(F)C1(F)F	DTXSID00503405	158.0511
FC(F)(c1ccc(N)cc1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID10392660	511.1770
FC(F)(c1cc(Cl)ccc1)C(F)(F)F	DTXSID80587768	230.5624
O=S(=O)(Oc1ccccc1C#N)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID40896121	401.2050
FC(F)(CCCS(=O)(=O)O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID801036440	492.2018
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)ON1C(=O)c2cccc3cccc(c32)C1=O	DTXSID201033379	695.3032
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(OC(=O)NNC([O-])=O)C(C1CCCCC1)C1CCCCC1	DTXSID60838881	757.5008
FC(F)(F)[C@@](Cl)(F)[C@@H](Cl)F	DTXSID801023138	202.9381
C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID10859667	599.3263
FC(F)(C(F)(F)C(F)F)C(F)(F)C(F)(F)C(F)(F)C[N+](C)(C)CCC	DTXSID301035378	402.2424
FC(F)(CC\N=[N+]=[N-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID60440221	489.1317
FC(F)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCOP(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID70893502	2336.4413
Brc1cc(cc(Br)c1N)S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID101026917	517.0035
FC(F)C(C(F)F)(C(F)F)C(F)(F)C(F)F	DTXSID50759612	266.0800
FC(F)(F)C1(C(C#N)N1c1ccccc1)C(F)(F)F	DTXSID70813427	280.1692
CCOC(=O)/C=N/S(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID70897040	367.1888
FC(F)(S(=O)\N=[N+]=[N-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID90793994	409.1279
FC(F)(C1=NC(=S)NN1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID70477407	419.1658
FC(F)(Cl)C1(F)OC1(F)F	DTXSID40884129	182.4765
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCC	DTXSID10381978	516.4235
[Na+].FC(F)(F)C(F)(F)S([O-])=O	DTXSID101032766	206.0670 (22.9892+183.0778)
FC(F)(SCCCO)C(F)(F)C(F)(F)C(F)(F)F	DTXSID00895498	310.1805
FC1(F)C(F)(F)C(F)(C(F)(F)C(F)(F)C1(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID40190838	500.0751
FC(F)(C(F)(F)COC(=O)Cl)C(F)(F)F	DTXSID00895493	262.5100
FC1(F)CC(C#N)C1(F)F	DTXSID00956977	153.0776
FC(F)(C(F)(F)C(F)F)C(F)(F)CF	DTXSID80507663	234.0629
FC(C(F)(F)S(=O)(=O)O)C(F)(F)F	DTXSID70430799	232.1016
FC(F)(C1=CC(=O[Ag](O1)P(CC)(CC)CC)C(C)(C)C)C(F)(F)C(F)(F)F	DTXSID70897045	521.1993
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)S(=O)(=O)ON=C(c1ccc2c3ccccc3Cc2c1)C(F)(F)C(F)(F)C(F)(F)C(F)F	DTXSID401033725	691.3576
FC(F)(c1ccc(cc1)C(C)(C)[N+]([O-])=O)C(F)(F)c1ccccc1	DTXSID80785606	341.3001
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1[NH]c2ccccc2c1C	DTXSID40896106	349.1949
FC(F)(F)C(Cl)(CC(C)=O)C(F)(F)F	DTXSID20144374	242.5467
FC(Oc1ccc(cc1)CP(=O)(O)O)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID40795408	468.1564
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCOc1ccc(cc1)CO	DTXSID80585047	584.2675
COc1ccc(cc1C(=O)\C=C(/C(F)(F)F)C(F)(F)F)OC	DTXSID70303691	328.2071
Clc1ccc(cc1)C(=O)OC(c1ccccc1)(C(F)(F)F)C(F)(F)F	DTXSID80320071	382.6849
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCCCCCCC	DTXSID10895308	558.5032
C[Si](C)(OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F	DTXSID50241209	702.5317
Cl[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(O[Si](C)(C)C)O[Si](C)(C)C	DTXSID50241204	589.0120
FC(F)(OCCOCCOCCOCCO)C(F)(F)F	DTXSID80798938	312.2310
[NH4+].FC(F)(C(F)(F)OC(F)(C([O-])=O)C(F)(F)F)C(F)(F)C(F)(F)F	DTXSID10896638	397.0908 (18.0379+379.0529)
FC(C(F)(F)F)C(F)(F)\N=[N+]=[N-]	DTXSID70452113	193.0506
F[13C](F)([13C](F)(F)[13C](=O)O)[13C](F)(F)C(F)(F)[13C](F)(F)F	DTXSID801028083	319.0166
FC(F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(\F)=C\F	DTXSID10895303	382.0696
